,x,y,z,value,token
372,-0.60546875,-0.06719971,-0.16430664,0.29418945, new ->  road
373,-0.60498047,-0.28808594,-0.0395813,0.2939453, New ->  research
374,-0.60498047,-0.27246094,-0.0025939941,0.29370117,New ->  York
375,-0.6035156,-0.025436401,0.4946289,0.29345703, New ->  York
376,-0.60498047,-0.14941406,-0.20349121,0.29345703, new ->  scientific
377,-0.6044922,-0.049102783,0.36108398,0.2932129, New ->  Year
378,-0.6035156,0.019607544,0.47387695,0.2932129, New ->  York
379,-0.6044922,-0.012168884,-0.19067383,0.29223633, new ->  songs
380,-0.6044922,0.064453125,-0.21264648,0.29223633, new ->  customers
381,-0.6040039,-0.1887207,0.34765625,0.2919922,NEW ->  YORK
382,-0.6040039,-0.105407715,-0.052490234,0.29101562, New ->  Planet
383,-0.60253906,0.019195557,0.47338867,0.29101562, New ->  York
384,-0.6035156,-0.21276855,-0.17578125,0.29077148, new ->  era
385,-0.6035156,-0.18127441,-0.18884277,0.29077148, new ->  technology
386,-0.6035156,-0.2286377,-0.17504883,0.29077148, new ->  technologies
387,-0.6020508,-0.40429688,0.012626648,0.29052734,New ->  research
388,-0.6035156,-0.11230469,-0.19519043,0.29052734, new ->  technologies
389,-0.60253906,-0.2310791,0.40893555,0.2902832, New ->  York
390,-0.6020508,0.037139893,0.45385742,0.29003906, New ->  York
391,-0.60302734,-0.28735352,-0.13427734,0.28979492,new ->  paradigm
392,-0.6020508,-0.17456055,0.43823242,0.28979492, New ->  York
393,-0.60302734,-0.25585938,-0.117370605,0.28955078, new ->  drug
